fiscal_year,month,state,volume,volume_contribution,value,value_contribution,units,notes
2023-24,May,Andhra Pradesh,300.2,3.19,64986.38,4.36,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Arunachal Pradesh,7.22,0.08,1332.48,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Assam,90.18,0.96,14937.13,1.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Bihar,280.34,2.98,51363.73,3.45,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Chandigarh,18.42,0.2,2496.89,0.17,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Chhattisgarh,80.75,0.86,11514.29,0.77,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Dadra and Nagar Haveli and Daman and Diu,5.69,0.06,664.54,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Delhi,387.94,4.12,55560.85,3.73,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Goa,19.87,0.21,2965.09,0.2,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Gujarat,288.57,3.06,47894.81,3.22,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Haryana,231.21,2.46,36868.32,2.48,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Himachal Pradesh,38.5,0.41,5312.81,0.36,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Jammu and Kashmir,32.13,0.34,5046.91,0.34,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Jharkhand,93.45,0.99,14415.31,0.97,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Karnataka,797.62,8.47,118039.69,7.93,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Kerala,219.5,2.33,34118.36,2.29,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Ladakh,1.72,0.02,412.84,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Lakshadweep,0.08,0.0,21.79,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Madhya Pradesh,397.53,4.22,59740.76,4.01,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Maharashtra,1859.62,19.75,258141.08,17.33,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Manipur,2.7,0.03,669.27,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Meghalaya,4.4,0.05,839.74,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Mizoram,3.75,0.04,910.78,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Nagaland,4.07,0.04,1045.51,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Odisha,198.14,2.1,30136.96,2.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Puducherry,10.06,0.11,1508.72,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Punjab,129.87,1.38,23478.73,1.58,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Rajasthan,382.58,4.06,63055.85,4.23,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Sikkim,3.79,0.04,719.96,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Tamil Nadu,459.82,4.88,78145.83,5.25,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Telangana,716.76,7.61,129532.28,8.7,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Tripura,5.95,0.06,1016.47,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Unclassified,1379.48,14.65,216957.59,14.57,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Uttar Pradesh,612.76,6.51,94729.13,6.36,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,Uttarakhand,85.32,0.91,11994.84,0.81,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,May,West Bengal,263.52,2.8,48233.44,3.24,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Andaman and Nicobar Islands,1.6,0.02,334.49,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Andhra Pradesh,279.96,3.16,59444.05,4.2,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Arunachal Pradesh,6.62,0.07,1341.62,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Assam,81.02,0.91,14333.08,1.01,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Bihar,267.97,3.02,48787.79,3.45,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Chandigarh,18.64,0.21,2531.42,0.18,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Chhattisgarh,78.23,0.88,11254.99,0.8,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Dadra and Nagar Haveli and Daman and Diu,5.67,0.06,641.58,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Delhi,330.04,3.72,46799.01,3.31,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Goa,20.03,0.23,2988.02,0.21,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Gujarat,280.81,3.17,46154.94,3.26,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Haryana,225.35,2.54,35256.24,2.49,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Himachal Pradesh,34.96,0.39,4786.04,0.34,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Jammu and Kashmir,28.44,0.32,4783.74,0.34,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Jharkhand,93.42,1.05,14905.34,1.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Karnataka,772.62,8.72,114007.15,8.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Kerala,201.13,2.27,31243.16,2.21,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Ladakh,1.39,0.02,368.52,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Lakshadweep,0.09,0.0,23.34,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Madhya Pradesh,375.53,4.24,56076.31,3.96,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Maharashtra,1859.79,20.98,260344.8,18.39,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Manipur,8.19,0.09,2155.67,0.15,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Meghalaya,4.26,0.05,852.3,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Mizoram,3.25,0.04,774.43,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Nagaland,3.64,0.04,982.4,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Odisha,184.79,2.08,28296.73,2.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Puducherry,9.52,0.11,1432.15,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Punjab,123.33,1.39,21576.93,1.52,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Rajasthan,391.83,4.42,64347.76,4.55,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Sikkim,3.44,0.04,660.99,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Tamil Nadu,433.99,4.9,73484.77,5.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,April,Telangana,683.07,7.71,121761.16,8.6,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
